place,placeoptin,rapport,cr-reunion,cr-num,cr-nb_partants,cr-Hippodrome,cr-Evt,cr-Date,cr-autostart,cr-corde,cr-etat du terrain,cr-distance,Numcheval,CoteProbable,Sexe,NbRencontre,NbBattus,SommeNbRencontre,SommeNbBattus,NumCourseJockey,QteCourseJockeyJour,SumCote5Race,MoyenneCote5Race,qteCoteCheval,ETCote5Race,SumPoids,SumIdJockey,SumidHippodrome,SumIdDeferre,SumDistance,SumAllocation,PositionIdJockey,PositionidHippodrome,PositionIdDeferre,PositionDistance,PositionAllocation,pourcentIdJockey,pourcentidHippodrome,pourcentIdDeferre,pourcentDistance,pourcentAllocation,SommeCourse,nbjourdercourse,numeroagespec,numerodistancespec,numerodeferrespec,numerosexespec,numeroagesexedistancespec,idjockeynumcoursenbrcoursespec,jockeyReussite,jockeyReussitePlusPlace,jockeyReussiteSpecialite,jockeynReussiteDistance,jockeyReussiteIdcheval,jockeyReussiteDeferre,jockeynReussiteSpecialiteDeferre,jockeyReussiteDistanceDeferre,entraineurReussite,entraineurReussitePlusPlace,entraineurReussiteSpecialite,entraineurnReussiteDistance,entraineurReussiteIdcheval,chevalReussite,chevalReussitePlusPlace,chevalReussiteSpecialite,chevalnReussiteDistance,coteprobable,gains
0,8,0,1,6,18,Vincennes,0,22-12-2013,1,corde à gauche,terrain bon,2.100 mètres,1,4,H,0.5,0.6667,0.625,0.8,0.3333,0,0.8599,0.8656,0,0.6196,0,0.9636,0.7907,0.2897,0.9,1,1,1,1,1,0,1,1,0.8393,1,0,0.2738,0.303,0.7,0.2857,1,1,0.3871,0,0,0,0,0,1,0,0,0,0.7436,0.4097,0.7436,0.7865,0.7291,0.8325,0.6827,0.7253,1,0.6667,0.3991
1,1,1.6,1,7,13,Vincennes,0,22-12-2013,0,corde à gauche,terrain bon,2.850 mètres,9,3,M,0,0,0,0,0,0,0.7667,0.7931,0,0.6496,0,0.9,1,0.5,1,1,0.8,1,1,1,0,0,1,0,1,0,1,0.7978,0.3,0.125,0.6875,0.2727,0.1034,0,0,0,0,0,0,0,0,0.1296,0.9493,1,0.9493,0.9107,0,0,0,0,1,0.7,0.9381
0,8,0,1,8,16,Vincennes,0,22-12-2013,0,corde à gauche,terrain bon,2.200 mètres,6,3,H,1,1,1,1,0,0,0.8328,0.8601,0,0.7713,0,0.5926,0.6667,1,1,1,0.75,0.5,0.5,1,1,0.46,0.4545,1,1,1,0.88,0.7059,0,0.0667,0.0625,0.2,0.25,0.2326,0,0,0,0,0.4546,0,1,0.0344,0.1917,0,0.1917,0.2196,0.4555,0.5976,0.6262,0.4961,1,0.7,0.5526
0,8,0,1,9,14,Vincennes,0,22-12-2013,0,corde à gauche,terrain bon,2.850 mètres,4,0,F,0,0,0,0,1,1,0.8895,0.8895,0,0.932,0,1,0.75,0,1,0.5,1,1,1,1,0,1,1,0.7,1,0,0.5333,0.9901,0.4,0.5,0.7778,0.125,0.5652,0.6842,0.6828,0.7962,0.6579,0.4947,1,0.4686,1,0.57,0.8167,0.9275,0.8167,1,0.8863,0.8951,0.8964,0.8951,1,1,1
1,1,2,2,2,14,Mauquenchy,0,22-12-2013,0,corde à gauche,terrain bon,2.850 mètres,11,4,H,1,1,1,1,1,0,0.8838,0.9374,0,0.6323,0,0.8947,1,0.625,0.6667,1,0.7143,1,1,1,1,0,1,0.2424,1,1,0.4074,0.7143,0.375,0.2222,0.0625,0.6667,0.4074,0.1622,0.1633,0.1536,0.1961,0.3076,0,0.0047,1,0,0.4854,0.3614,0.4854,0.6802,1,0.5528,0.4807,0.3777,1,0.6923,0.5372
1,1,1.5,2,3,13,Mauquenchy,0,22-12-2013,0,corde à gauche,terrain bon,2.850 mètres,10,3,M,0,0,0,0,0,0.3333,1,0.9929,1,0.9977,0,0.44,1,0.9355,1,0.3333,0,1,1,1,0,0.0455,1,0.67,1,0,0.6667,1,0.5,0.1875,0.125,0.375,0,0,0.0373,0,0.0437,0.0849,0.0356,0,1,0.5769,0.1377,0.5545,0.1377,0.2376,0,0.2444,0.1711,0.2444,1,0.7273,0.8306
1,1,1.4,2,4,16,Mauquenchy,0,22-12-2013,0,corde à gauche,terrain bon,2.850 mètres,12,3,F,1,1,1,1,0,0.5,0.8648,1,0,0.8498,0,0.625,1,0.9318,0.6,0.5,1,1,1,0,1,1,1,0.1667,0,1,1,1,0.125,0.2353,0,0.6,0.3214,0.65,0.3335,0.0825,0.3163,0.3478,1,0.0992,1,0.75,0,0.0341,0,0,0,0,0,0,0,0.7692,0
0,8,0,2,5,18,Mauquenchy,0,22-12-2013,0,corde à gauche,terrain bon,2.850 mètres,14,9,H,0,1,0,1,1,1,0.9743,0.9913,0.5,0.9924,0,0.5521,0.4286,0.9677,0,0.5714,0.3636,0,0,0.6,1,0.68,0.5,0,0.84,1,0.4938,0.9433,0.3846,0.0588,0.5,0.2857,0.2667,0.6,0.3475,0.8186,0.3018,0.3828,0.6744,0.5961,1,0.6,0.4978,0.6562,0.4978,0.5918,0.5,0.5996,0.5094,0.4937,0.8333,0.9474,0.3817
0,2,0,2,6,12,Mauquenchy,0,22-12-2013,0,corde à gauche,terrain bon,2.225 mètres,2,3,M,0,0,0,0,1,1,0.9591,0.9542,0.4,0.9774,0,0.7,1,0.6667,1,1,0,1,1,0,0,0,1,0,0,0,0.6,0.9731,0.8,0.913,1,0.4444,0.5385,0.2188,0,0.6815,0,0,0,0,1,0,0.3906,0.8857,0.3906,1,0.5,0,0,0,0,0.7692,0
1,1,1.7,2,7,12,Mauquenchy,0,22-12-2013,0,corde à gauche,terrain bon,2.225 mètres,5,6,M,0,0,0,0,0,0,0.8395,0.8219,0.4,0.8375,0,0.4444,1,0.5455,1,1,0,1,1,1,0,0.4,1,0,1,0,0.6923,0.7519,0.2,0.8261,0.5333,0.0909,0.8571,0,0.0021,0,0.0021,0.5263,0.4,0.1739,1,0.6667,0.3858,0.135,0.3858,0.5,1,0.4667,0.4434,0.4667,1,0.5385,0.7321
1,1,1.8,2,8,16,Mauquenchy,0,22-12-2013,0,corde à gauche,terrain bon,2.850 mètres,10,4,H,1,1,1,1,0,0,0.9332,0.9809,0,0.9658,0,0.86,1,0.6146,0.6923,0.8857,0.75,1,1,0.75,0.7143,0,1,0.66,0.4048,0.2424,0.7903,1,0.1538,0.3529,0.8125,0.4286,0.1905,0.38,0.197,0.484,0.197,1,0,0.3261,0.7099,1,0.2584,0,0.2584,0.4214,0,0.284,0.2424,0.3298,0.4167,0.6923,0
0,8,0,3,7,15,Grenade,0,22-12-2013,0,corde à gauche,terrain bon,2.725 mètres,6,0,M,0,0,0.5,0.5,0,0,0.7192,0.7265,0,0.245,0,0.7255,0,0.8723,1,1,0.8462,0,0,1,1,0.72,0,0.359,1,1,0.65,0.9293,0.8333,0.1818,0.5,0.1818,1,0.3684,0.6901,0.6815,0.6901,0.6811,0.7143,0.881,1,1,0.4465,0.392,0.4465,1,0.1071,0.6654,0.6917,0.6683,1,0,0.9814
0,8,0,2,1,16,Nantes,0,23-12-2013,0,corde à gauche,terrain bon,3.000 mètres,16,4,H,0,0,0,0,0,1,0.5276,0.622,0,0.1077,0,0.4545,1,0.3333,0,0.4,0.75,1,1,0,1,0.7576,1,0.6667,0,1,0.6471,1,1,0,0.9333,0.875,0,0.7105,0.8879,1,0.8175,0.5,0.75,0.8707,1,0.5,0.1318,0.4975,0.1318,0.75,0.625,0.6667,0.6473,0.6667,0,0.6364,0.3069
1,1,2.1,2,3,15,Nantes,0,23-12-2013,0,corde à gauche,terrain bon,3.000 mètres,14,4,H,1,1,1,1,1,1,0.4621,0.6089,0.25,0.6104,0,0,0.5,0.0417,1,0.5,0.1429,0,0,0,0.5,0.4667,0,0.52,0,0,0.381,1,0,0,0.75,0.375,0.3,0.6667,0.2013,0.9377,0.2013,1,0.4719,0.2764,1,1,0.3643,0.901,0.3643,1,0,0.5176,0.4795,0.6556,0,0.6364,0.0563
1,1,1.4,2,4,14,Nantes,0,23-12-2013,0,corde à gauche,terrain bon,3.000 mètres,13,3,M,0,0,0,0,1,1,0.9312,0.8771,0.6667,1,0,0.1154,0,1,1,0.6667,0,0,0,0,0,0.74,0.5,0,0,0,0.5938,0.9796,0.25,0,0,0.1429,0.4286,0.4865,0.362,0.7626,0.3637,1,0.7391,0.2832,1,1,0.3606,0.8129,0.3606,1,0.75,0.4534,0.3855,0.4582,0,0.7273,0.1728
0,2,0,2,5,16,Nantes,0,23-12-2013,0,corde à gauche,terrain bon,3.000 mètres,16,3,H,1,1,1,1,1,1,1,1,0,1,0,0.5957,0.5,0.7083,1,0.6,0.0667,0,0,1,0,0,0.34,0,1,0,0.8889,0.9373,0.1429,0,0.9333,0.3333,0.1212,0.0811,0.1338,0.8208,0.1344,1,0,0.0477,1,1,0,0.6713,0,0,0.0667,0,0,0,1,0.7273,0.553
1,1,1.5,2,6,16,Nantes,0,23-12-2013,0,corde à gauche,terrain bon,3.000 mètres,10,2,H,1,1,1,1,0,0,1,1,0,0.9926,0,1,0.75,0.2857,1,0.75,0.9333,0.75,0.75,1,0,0,0.5,0.5882,1,0,0.9074,1,0.1667,0.8125,0.8462,0.5385,0.6122,0.76,0.3906,0.6895,0.4252,0,0,0.4149,1,0.1111,0.404,0.9069,0.404,0.5,0,0,0,0,1,0.8333,0.1053
1,1,2.4,2,7,16,Nantes,0,23-12-2013,0,corde à gauche,terrain bon,3.000 mètres,16,4,F,0.8333,0.5,0.8571,0.5,0.6667,0.6667,0.6948,0.7249,0,0.6906,0,0.9474,1,0.7561,0.75,0,0.9231,1,1,1,0,0.5,1,0.64,1,0,0,0.9844,0.125,0,0.7857,0.375,0,0.3235,0.9218,0.9661,0.9554,1,0.5,0.6496,0.3889,1,0.6508,0,0.6508,0.6429,0.6818,1,0.8008,0.6568,1,0.6364,0.1777
1,1,2,2,8,16,Nantes,0,23-12-2013,0,corde à gauche,terrain bon,3.000 mètres,9,4,H,1,1,1,1,0,0,1,1,0.6667,1,0,0.7778,0.9091,1,1,1,0.9,1,1,1,0.8889,0.84,1,0,1,0,0.7531,0.8627,0.1818,0.3125,0.1765,0.3333,0.28,0.5,0.574,0.7387,0.574,1,0.8333,0.8362,1,1,0.3393,0.3746,0.3393,1,0,0,0.1991,0,1,0.6364,0
0,8,0,3,2,14,Cabourg,0,23-12-2013,1,corde à droite,terrain bon,2.050 mètres,2,0,F,0,0,0,0,1,1,1,1,1,1,0,0.75,1,1,1,0,0.5,1,1,1,0,0,1,0,1,0,1,0.6825,1,0.3889,0.7143,0.8182,0.5,0,0,0.7962,0,0.2576,0,0,1,0.1304,0.1978,0.0208,0.1978,0.6429,1,0,0,0,1,0,0.8931
1,1,1.5,3,3,14,Cabourg,0,23-12-2013,1,corde à droite,terrain bon,2.050 mètres,2,0,M,0,0,0,0,1,0.6667,1,1,1,1,0,0.75,0,1,0,1,0.5,0,0,0,1,0,0,0,0,1,1,0.931,1,0.4118,0.7143,0.6,0.3455,0.2941,0.6402,0.9074,0.6402,0.6714,0,0.7369,1,0.3334,0.1313,0,0.1313,0.56,1,0,0,0,0,0,0
0,2,0,3,4,16,Cabourg,0,23-12-2013,0,corde à droite,terrain bon,2.850 mètres,16,0,H,1,1,1,1,0,1,0.7143,0.7925,0,0.5716,0,1,0.6,0.2,0,1,1,0.6667,0.6667,0.75,1,1,0.5,1,0.875,1,0,0,0.125,0.2778,0.9333,0.4286,0,0.8333,0.3048,0.4106,0.3093,0,1,0.4912,0.7142,0.4666,0.8457,0.9676,0.8457,0.6406,0.7,0.968,0.9037,0.9012,0.875,0,0.6148
0,2,0,3,5,16,Cabourg,0,23-12-2013,0,corde à droite,terrain bon,2.850 mètres,9,4,F,1,1,1,1,0,0.4,0.6982,0.6158,0.3333,0.4599,0,0.9298,0.5,0.5652,0.2727,0.5,0.7333,0.4,0.4,0.6667,0,0.2,0.4,0.1739,0.5652,0,0.5833,0.9349,0.4286,0.1765,0.125,0.25,0.85,0.1628,0,0,0,0,0.2,0,0.7143,0.001,0.7999,0.9436,0.7999,0.7848,0.2562,0.6558,0.653,0.4271,0.5667,1,0.6879
1,1,2.7,3,7,16,Cabourg,0,23-12-2013,0,corde à droite,terrain bon,2.850 mètres,9,0,H,1,1,1,1,1,1,0.277,0.1447,0.5,0.5242,0,0.4,0.6667,1,0.6667,1,0.1667,1,1,1,0,0.175,1,1,1,0,0.2609,0.88,0.375,0.2222,0,0.4286,0.4074,0.6071,0.5235,0.7271,0.526,0.3285,0.1668,1,1,1,0.6935,0.9032,0.6935,0.2801,0.85,0.619,0.6271,0.5883,1,0,0.4759
0,1,0,3,8,12,Cabourg,0,23-12-2013,0,corde à droite,terrain bon,2.850 mètres,9,0,M,0,0,0,0,1,1,0.9111,0.9111,0.25,0.9604,0,0.6667,0.5,0.3,0.75,0.5,0.75,0.5,0.5,0.5,0,0.75,0,0.58,0,0,0.7143,0,0.3,0,0.7619,0.2,0,0.2353,0.157,0.8512,0.1361,0.1999,0.75,0.2134,0,0.1695,0.2964,0.8696,0.2964,0.0886,0,0.0356,0.0533,0.0999,0,0,0.7442
1,1,1.6,1,1,12,Vincennes,0,24-12-2013,1,corde à gauche,terrain bon,2.100 mètres,1,2,F,0.6,0.3333,0.7778,0.6667,0,0,0.8522,0.8522,0,0.8318,0,0.9268,0.8667,1,1,1,0.8571,0.6,0.6,1,1,0.5,0.2841,1,1,1,1,0.2941,1,0.375,0.1538,1,0.3636,0.0476,0.3762,0,0.4426,0.1458,0.5,1,1,1,0.1327,0.7737,0.1327,0.8971,0.2707,0.0673,0.1471,0.0673,1,0.8333,0
1,1,2,1,2,14,Vincennes,1,24-12-2013,0,corde à gauche,terrain bon,2.700 mètres,13,7,F,0.1667,0.2,0.1,0,1,0.75,0.4027,0.4248,0,0.5233,0,0.7895,0.1333,0,0.25,0.6667,0.7692,0.2857,0.2857,0.5,1,0.63,0.34,0.5,0.375,1,0.0698,0.7975,0,0.0833,0.8889,0.125,0.1333,0.129,0.3596,0,0.3659,0.1826,0.625,0.2913,0.3914,0.2807,0.5658,0.9142,0.5658,0.1578,0.0934,0.5032,0.232,0.1387,0.375,0.9688,0.8142
0,2,0,1,4,11,Vincennes,0,24-12-2013,1,corde à gauche,terrain bon,2.100 mètres,1,2,F,0.5,1,0.5,1,1,0.75,0,0,0,0.0612,0,0.9231,0.2727,1,0.6667,1,0.8,0.5,0.5,1,1,0,0.9091,1,1,1,0.3636,0.2903,1,0.5,0.5,1,0.6,0.2381,0,1,0,0.2229,0,0,0,1,1,1,1,1,0.5715,0.902,0.9062,0.902,1,0.8333,0.934
1,1,1.6,1,6,15,Vincennes,0,24-12-2013,0,corde à gauche,terrain bon,2.700 mètres,10,4,F,1,1,1,1,0.6667,0.5,0.178,0.3816,0.5,0.5443,0,0.1765,0,0.2381,0.7778,0.5,0.4,0,0,0.6667,1,0.8409,0,0.63,0.5,1,0.5,0.8571,0.5,0,1,0.375,0.1875,0.6429,0.6588,0.7632,0.7092,0.5505,0.8382,0.5499,1,0.594,0.1338,0.7318,0.1338,0.0743,0.5,0.5658,0.5612,0.589,0.5,0.9556,0
1,1,2.2,1,8,14,Vincennes,0,24-12-2013,0,corde à gauche,terrain bon,2.200 mètres,8,3,F,0,0,0,0,0,0,1,1,1,1,0,1,1,0.9167,1,1,1,1,1,1,1,1,1,0,1,1,0.9167,0.9932,0.1429,0,0.1429,0,0.2632,0.5,0.4286,0,0.4533,0.5928,1,0.5085,0.3942,0.7738,0.468,0.4769,0.4717,0.3637,1,0,0.0098,0,1,0.7273,0.9459
1,1,2.1,2,2,9,Bordeaux,0,24-12-2013,1,corde à droite,terrain bon,2.550 mètres,5,8,M,0,0,0,0,0,0.75,1,1,0.5,0.9446,0,0.7143,0,0.8182,0.6667,1,0.4,0,0,0,1,0,0,0,0,1,1,0.25,0.2,0.3846,0,0,0.9091,0.1481,0.5028,0.8386,0.4893,0.0171,0,0.0401,0,0,0.3489,0,0.3489,0.8,0,0,0,0,0,0.3333,0.08
0,2,0,2,3,13,Bordeaux,0,24-12-2013,1,corde à droite,terrain bon,2.550 mètres,1,6,F,0.5,1,0.3333,1,1,1,0.9516,0.9516,0,0.8829,0,0.5938,0,0.4348,1,0.8333,0.6667,0,0,1,1,0.77,0,0.5882,1,1,0.7391,0.6452,1,0.8462,1,1,0.9423,0.4848,0.4148,0.7541,0.4205,0.4167,0.7692,0.437,0.5455,0.4167,0.6069,0.8261,0.6069,0.25,0.3518,0.6731,0.7357,0.8701,1,0.5385,0.1651
1,1,1.4,2,4,16,Bordeaux,0,24-12-2013,0,corde à droite,terrain bon,2.650 mètres,16,4,H,0,0,0,0,1,1,1,1,0.25,0.9848,0,1,0,0.6458,1,1,1,0,0,1,0.3333,1,0,0,1,0,1,0.9588,0.1429,0,0,0.3333,0,0.54,0.6711,0.889,0.6736,1,1,0.8084,1,1,0,0.6575,0,0.3334,0,0,0,0,1,0.6667,0.1709
1,1,1.6,2,5,15,Bordeaux,0,24-12-2013,0,corde à droite,terrain bon,2.000 mètres,2,4,F,0.8,0.5,0.8,0.5,0.5,0.5,1,1,0.6667,1,0,0.9223,0,0.9586,1,0.8571,0.8333,0,0,1,0.5,0,0,0,1,0.34,1,0.7887,0.2,0.45,0.3125,1,0.8485,0.0323,0,0.2899,0.0476,0.25,0.0074,0.1774,1,1,0,0,0,1,0,0.1654,0.2517,0.1541,1,1,0.3488
0,8,0,2,6,10,Bordeaux,0,24-12-2013,0,corde à droite,terrain bon,2.650 mètres,7,9,M,1,1,1,1,0,0,0.7716,0.7801,0,0.6424,0,0.3803,0,0.5593,0.8333,0.8667,0.04,0,0,0,0.8,0.0357,0,0.3143,0,0.5,0.8958,0.25,0.2222,0.5,0.5625,0,0,1,0.3742,0.45,0.3742,0,0.0302,0.4397,1,0,0,0.7242,0,0,0,0.2831,0.2256,0.2673,0,0.4,0
1,1,1.4,2,7,17,Bordeaux,0,24-12-2013,0,corde à droite,terrain bon,2.650 mètres,16,2,F,0.6667,1,0.8571,1,0.5,0.5,1,1,0,1,0,0.8333,0,0.5593,0.6,0.8,0.5882,0,0,0,0.75,0,0,0,0,0.5,0.75,0.9595,0.125,0.0909,0.9167,0.6667,0,0,0.0506,0.2989,0.1842,0,0,0.0259,0,0,0,0,0,0.091,0,0,0,0,0,0.8182,0
1,1,1.3,2,8,16,Bordeaux,0,24-12-2013,0,corde à droite,terrain bon,2.650 mètres,12,1,H,1,1,1,1,0,0,1,1,0,0.9956,0,0.5,0,0.7416,1,0.9444,0,0,0,1,0.8,0.16,0,0,1,0,0.9836,0.8852,0.0909,0.2,0.8125,0.5,0.0417,0,0.3505,0.334,0.3505,0.0834,0.1538,0.3322,0.3333,0.3334,0,0.4866,0,1,0,0,0,0,1,0.9231,0
1,1,1.5,3,1,12,Son Pardo,0,24-12-2013,1,corde à gauche,terrain  (psf),2.650 mètres,5,0,M,0.125,0.25,0.4054,0.3043,0,0.1429,1,0.9901,1,1,0,0.4167,0,0.86,0.8333,0,0.2059,0,0,0.375,0,0.23,0,0.58,0,0,0.5,0,0.125,0.1429,0.0625,0,0,0.3281,0.0069,0,0.0069,0,0.2286,0.1111,1,0.6429,0.5887,0,0.5887,0.6535,0.1428,0,0.1031,0,0,0,0.12
0,8,0,3,2,16,Son Pardo,0,24-12-2013,1,corde à gauche,terrain  (psf),2.650 mètres,4,0,H,1,1,1,1,0,0.1429,0.7374,0.8781,0,0.8823,0,1,0,0.8837,0.7368,0.7333,1,0,0,0.5714,0.75,1,0,0,0.5,0.75,0.8037,0.9941,0.6,0.2857,0.1333,0.4444,0.2813,0.2105,0,0,0,0,1,0.069,1,0,0.304,0.1123,0.304,0.4386,0,0.575,0.6016,0.5623,0.5,0,0.907
1,1,1.5,3,3,15,Son Pardo,0,24-12-2013,1,corde à gauche,terrain  (psf),2.650 mètres,2,0,M,0.8571,0.8,0.8462,0.7778,0,0,0.9327,0.9084,0.4,0.7232,0,0.8125,0,0.4926,0.7692,0.75,0.5556,0,0,0.5385,0.6667,0,0,0.1525,0.15,0,0.7415,0.9522,0,0.2857,0.8824,0.5,0.3846,0.1379,0.29,0.3733,0.29,0.3258,0,0.3325,0.692,0.29,0.5858,0.125,0.5858,0.579,0.0833,0.3593,0.6811,0.2248,0.1429,0,0.5595
0,8,0,3,4,16,Son Pardo,0,24-12-2013,1,corde à gauche,terrain  (psf),2.650 mètres,6,0,H,0,1,0,1,1,1,1,1,1,1,0,0.7778,0,0,0.6667,0.6667,0.8571,0,0,1,1,0.6667,0,0.4074,1,1,0.093,0.8448,0.6667,0,0.6667,0.1429,0.2105,1,0.9687,1,0.9687,1,0.6667,0.6318,0.6549,1,1,1,1,1,1,0.1708,0.1599,0.2134,1,0,0.4516
1,1,1.3,3,5,12,Son Pardo,0,24-12-2013,1,corde à gauche,terrain  (psf),2.150 mètres,3,0,H,0.6,0.6,0.8261,0.875,0.75,0.5714,0.903,0.806,0.6667,1,0,0.46,0,0.6667,0.6552,0.3,0.3548,0,0,0.2,0,0,0,0,0,0.15,0.7143,1,0.4615,0.2222,0.8333,0.5385,0.0625,0.4681,0.7659,0.879,0.7659,0.6045,0,0.686,1,0.4731,0.4154,0.6391,0.4154,0.5,0.1999,0.051,0.1398,0.051,0,0,0.5152
1,1,1.9,3,6,16,Son Pardo,0,24-12-2013,1,corde à gauche,terrain  (psf),2.650 mètres,1,0,H,0.5,0,0.5,0,0,0,0.828,0.9697,0.25,0.4833,0,0.8462,0,1,0.7,0.4444,0.6,0,0,0.6667,0.25,0,0,0,0.75,0.3333,0.85,0,0.6429,0.8571,0.3571,1,0.2759,0.375,0.2398,0.3584,0.2398,0.3258,0,0.2709,0.0801,0.5369,0.4647,0,0.4647,0.2381,0.1667,0.4287,0.4531,0.4287,0.75,0,0.0588
0,8,0,3,7,16,Son Pardo,0,24-12-2013,1,corde à gauche,terrain  (psf),2.650 mètres,2,0,M,1,1,1,1,0.1667,0.2857,0.7232,0.7562,0.4,0.7899,0,0.8889,0,1,0.4,0.4286,0.6667,0,0,0,0,0,0,0,0.34,0.25,0.5909,0.9583,0.8889,0.2857,0.5294,0.4615,0.4211,0.6,0.5372,0.716,0.5372,0.7454,0,0.5664,1,0.5834,0.6788,0.2463,0.6788,0.7193,0,0.5417,0.4983,0.5417,0.3333,0,0
0,8,0,3,8,16,Son Pardo,0,24-12-2013,1,corde à gauche,terrain  (psf),2.150 mètres,13,0,M,0,0,0,0,0.5714,0.5714,1,1,1,1,0,0.7778,0,0.8571,0.9,1,0.6,0,0,0.75,1,0,0,0,0,1,0.8571,0.0071,0.3333,0.8095,0.7857,0.5,0.6818,0.72,0.4535,0.7401,0.4535,0.5127,0,0.4407,1,0.4047,0.1747,0.6019,0.1747,0.3445,1,0,0,0,0,0,0.9948
0,2,0,1,1,15,Vincennes,0,25-12-2013,1,corde à gauche,terrain bon,2.100 mètres,1,3,H,0,0.5,0.5,0.6667,0,0.5,1,1,0,1,0,0.2273,0.9444,0.4359,1,1,0.0833,1,1,1,1,0.36,1,0.2857,1,1,0.7826,0.7241,1,0.375,1,1,0.2632,0.3636,0.3958,0.6309,0.3191,0.307,0.3529,0.3696,1,0.2096,0,0.3437,0,0,0,0.0204,0.046,0.0169,1,0.7273,0.76
0,8,0,1,2,19,Vincennes,1,25-12-2013,0,corde à gauche,terrain bon,2.850 mètres,8,3,H,1,1,1,1,1,0.6,0.8115,0.8115,0.2,0.6262,0,0.3611,0.6129,0.4872,0.2222,0,0.1875,0.5714,0.5714,0,0,0.44,0.1935,0,0.43,0,0.25,0.9898,0.2143,0.25,0.087,0.1724,0.2308,0.7188,0.5028,0.8098,0.602,0.4288,0.4348,0.476,1,0.6819,0.7903,0.8915,0.7903,0.3089,0.4375,0.2824,0.0888,0.2064,0.4286,1,0.7252
1,1,1.5,1,4,14,Vincennes,0,25-12-2013,0,corde à gauche,terrain bon,2.700 mètres,6,3,H,0.4,0.75,0.5455,0.8333,0,0.4,1,1,0,1,0,0.5385,0.4,0.7097,0.6471,1,0.6087,0.4545,0.4545,0.5,1,0.2857,0.4531,0.2667,0.4032,1,0.8085,0.7333,0.2857,0.0833,0,0.5556,0.0526,0.6,0,0.7488,0,0.1737,0.2857,0,0,0,0,0.3304,0,0,0.1177,0.3979,0.4229,0.3754,0.4,1,0.3187
1,1,1.8,1,5,16,Vincennes,0,25-12-2013,0,corde à gauche,terrain bon,2.700 mètres,15,4,H,1,1,1,1,0.3333,0,1,1,0,0.9986,0,0.8333,0.8,0.9655,0.6,0.5,0.6667,0.5,0.5,0,0,0,0,0,0,0,1,0,0.375,0.1667,0.4643,0.5,0.4118,0.0256,0.0308,0,0.0351,0,0,0,0.385,0,0,0,0,0,0.3333,0,0,0,0,0.6364,0.5938
1,1,1.7,1,6,10,Vincennes,0,25-12-2013,0,corde à gauche,terrain bon,2.700 mètres,3,2,M,0,1,0,1,0.3333,0.4,0.9379,0.9379,0,0.9328,0,0.6842,0,0.8,0,0,0.6,0,0,0.4,0,0.34,0.7742,0.25,0.63,0,0.1765,0.9747,0.4444,0.5833,0.4167,0.3333,0.2941,0,0.14,0,0.1377,0,0.3333,0.0424,1,0,0.7612,0.9022,0.7612,1,0.5249,0.8826,0.8749,0.827,0.625,0.8182,0.8854
1,1,1.9,1,8,14,Vincennes,0,25-12-2013,0,corde à gauche,terrain bon,2.200 mètres,4,3,F,0,0,0,0,0.25,0.4,0.9203,0.9004,0.2,0.9799,0,1,1,0.7727,1,1,1,0,0,1,0,1,0,0.6,1,0,0.8947,0.987,0.4,0.4667,0.75,0.125,0.7419,0,0,0.0812,0,0,1,0,0.1,0.006,0.3758,0.9975,0.3758,1,0,0.6948,0.7063,0.72,1,0.7273,0
0,2,0,3,1,16,Mons,0,25-12-2013,1,corde à gauche,terrain bon,2.300 mètres,3,0,F,0,0,0,0,0,0.75,0.7509,0.7149,0.25,0.5753,0,0.6,1,0.7,1,1,1,1,1,1,1,1,1,1,1,1,0.2,0.7937,0.4167,0.15,0.75,0.5,0.0323,0.5122,0.2903,0.3444,0.2904,0.2302,1,0.2753,0.8666,0.2054,0.1873,0.4114,0.1873,0.5567,1,1,1,1,1,0,0.9968
0,8,0,3,2,14,Mons,0,25-12-2013,1,corde à gauche,terrain bon,2.300 mètres,3,0,H,0.5,1,0.75,1,1,0.75,0.3401,0.3436,0.3333,0.2134,0,0.6333,0,0.2,0,0,0.4286,0,0,0.5,0.3333,0.64,0.83,0.8553,0.92,0.72,0.0278,0.2,0.625,0.2105,0.8462,0.5556,0.4063,0.2432,0.4803,0.8048,0.3873,0.559,0.6364,0.4809,0.8096,0.7452,1,1,1,1,0.8889,0.8892,0.8389,0.8954,0.9167,0,0.9333
1,1,1.8,3,3,16,Mons,0,25-12-2013,1,corde à gauche,terrain bon,2.300 mètres,3,0,M,0.25,1,0.25,1,0.5,0.5,0.9912,0.9868,0.5,0.9744,0,0.8923,0.5652,0.9538,0.5909,0.5,0.7857,0.5455,0.5455,0.75,0.5,0,0.6515,0.8675,0.7541,0.67,0.6613,0,0.4167,0.1905,0.25,0,0,0.1842,0.3051,0.3992,0.3055,0.0568,0,0.1663,1,0,0.715,0.4217,0.715,0.713,0.6667,0.8408,0.9544,0.8219,0.7434,0,0.3
1,1,1.4,3,4,13,Mons,0,25-12-2013,1,corde à gauche,terrain bon,2.300 mètres,7,0,H,1,1,1,1,0.5,0.3333,0.6597,0.8559,0,0.6278,0,0.4737,0.75,0.75,0.6667,0.5,0.3333,0.2,0.2,0,0,0.2,0,0,0,0,0.8108,0.8095,0.125,0.3684,0.3636,0.3333,0.2424,0.0571,0.5728,0.9361,0.5722,0.256,0.2,0.5684,0.7072,0.1861,0,0.3423,0,0,0,0,0,0,0,0,0
