race_id,date,hippodrome,race_datetime,distance_metres,track_condition,discipline,is_trot,field_size,reunion_number,course_number
20251215-R3-C8,20251215,LE CROISE LAROCHE,2025-12-15 20:33:00,2700,,TROT_ATTELE,True,14,3,8
20251216-R2-C1,20251216,LE BOUSCAT,2025-12-16 11:42:00,2650,,TROT_ATTELE,True,14,2,1
20251216-R2-C2,20251216,LE BOUSCAT,2025-12-16 12:20:00,2650,,TROT_ATTELE,True,16,2,2
20251216-R2-C3,20251216,LE BOUSCAT,2025-12-16 12:54:00,2550,,TROT_ATTELE,True,16,2,3
20251216-R2-C4,20251216,LE BOUSCAT,2025-12-16 13:27:00,2550,,TROT_ATTELE,True,16,2,4
20251216-R2-C5,20251216,LE BOUSCAT,2025-12-16 14:15:00,2650,,TROT_ATTELE,True,18,2,5
20251216-R2-C6,20251216,LE BOUSCAT,2025-12-16 14:52:00,2550,,TROT_ATTELE,True,14,2,6
20251216-R2-C7,20251216,LE BOUSCAT,2025-12-16 15:24:00,2650,,TROT_ATTELE,True,15,2,7
20251216-R2-C8,20251216,LE BOUSCAT,2025-12-16 15:58:00,2550,,TROT_ATTELE,True,14,2,8
20251216-R3-C1,20251216,CABOURG,2025-12-16 16:35:00,2725,,TROT_ATTELE,True,10,3,1
20251216-R3-C2,20251216,CABOURG,2025-12-16 17:12:00,2725,,TROT_ATTELE,True,14,3,2
20251216-R3-C3,20251216,CABOURG,2025-12-16 17:45:00,2725,,TROT_ATTELE,True,14,3,3
20251216-R3-C4,20251216,CABOURG,2025-12-16 18:22:00,2725,,TROT_ATTELE,True,14,3,4
20251216-R3-C5,20251216,CABOURG,2025-12-16 18:55:00,2750,,TROT_ATTELE,True,11,3,5
20251216-R3-C6,20251216,CABOURG,2025-12-16 19:27:00,2750,,TROT_MONTE,True,15,3,6
20251216-R3-C7,20251216,CABOURG,2025-12-16 19:59:00,2750,,TROT_ATTELE,True,13,3,7
20251216-R3-C8,20251216,CABOURG,2025-12-16 20:33:00,2750,,TROT_MONTE,True,14,3,8
20251216-R6-C1,20251216,NANTES,2025-12-16 12:15:00,2275,,TROT_ATTELE,True,13,6,1
20251216-R6-C2,20251216,NANTES,2025-12-16 12:45:00,3000,,TROT_ATTELE,True,12,6,2
20251216-R6-C3,20251216,NANTES,2025-12-16 13:15:00,3000,,TROT_ATTELE,True,11,6,3
20251216-R6-C4,20251216,NANTES,2025-12-16 13:45:00,3000,,TROT_ATTELE,True,16,6,4
20251216-R6-C5,20251216,NANTES,2025-12-16 14:15:00,3000,,TROT_ATTELE,True,15,6,5
20251216-R6-C6,20251216,NANTES,2025-12-16 14:55:00,3000,,TROT_ATTELE,True,15,6,6
20251216-R6-C7,20251216,NANTES,2025-12-16 15:20:00,3000,,TROT_ATTELE,True,16,6,7
20251216-R6-C8,20251216,NANTES,2025-12-16 15:50:00,3000,,TROT_ATTELE,True,16,6,8
20251216-R6-C9,20251216,NANTES,2025-12-16 16:20:00,3000,,TROT_ATTELE,True,16,6,9
20251217-R1-C1,20251217,VINCENNES,2025-12-17 13:55:00,2850,,TROT_ATTELE,True,16,1,1
20251217-R1-C2,20251217,VINCENNES,2025-12-17 14:32:00,2100,,TROT_ATTELE,True,13,1,2
20251217-R1-C3,20251217,VINCENNES,2025-12-17 15:05:00,2700,,TROT_MONTE,True,10,1,3
20251217-R1-C4,20251217,VINCENNES,2025-12-17 15:40:00,2700,,TROT_ATTELE,True,16,1,4
20251217-R1-C5,20251217,VINCENNES,2025-12-17 16:18:00,2850,,TROT_MONTE,True,16,1,5
20251217-R1-C6,20251217,VINCENNES,2025-12-17 16:53:00,2700,,TROT_ATTELE,True,11,1,6
20251217-R1-C7,20251217,VINCENNES,2025-12-17 17:27:00,2700,,TROT_ATTELE,True,16,1,7
20251217-R1-C8,20251217,VINCENNES,2025-12-17 18:03:00,2700,,TROT_ATTELE,True,16,1,8
20251217-R6-C1,20251217,SOLVALLA,2025-12-17 18:15:00,2140,,TROT_ATTELE,True,12,6,1
20251217-R6-C2,20251217,SOLVALLA,2025-12-17 18:39:00,2140,,TROT_ATTELE,True,12,6,2
20251217-R6-C3,20251217,SOLVALLA,2025-12-17 19:03:00,2140,,TROT_ATTELE,True,12,6,3
20251217-R6-C4,20251217,SOLVALLA,2025-12-17 19:27:00,1640,,TROT_ATTELE,True,12,6,4
20251217-R6-C5,20251217,SOLVALLA,2025-12-17 19:51:00,2140,,TROT_ATTELE,True,9,6,5
20251217-R6-C6,20251217,SOLVALLA,2025-12-17 20:13:00,2140,,TROT_ATTELE,True,12,6,6
20251217-R6-C7,20251217,SOLVALLA,2025-12-17 20:41:00,2140,,TROT_ATTELE,True,11,6,7
20251217-R6-C8,20251217,SOLVALLA,2025-12-17 21:03:00,2140,,TROT_ATTELE,True,12,6,8
20251217-R6-C9,20251217,SOLVALLA,2025-12-17 21:26:00,2140,,TROT_ATTELE,True,12,6,9
20251217-R6-C10,20251217,SOLVALLA,2025-12-17 21:51:00,2140,,TROT_ATTELE,True,12,6,10
20251218-R2-C1,20251218,SON PARDO,2025-12-18 11:08:00,2650,,TROT_ATTELE,True,7,2,1
20251218-R2-C2,20251218,SON PARDO,2025-12-18 11:35:00,2650,,TROT_ATTELE,True,11,2,2
20251218-R2-C3,20251218,SON PARDO,2025-12-18 12:07:00,2150,,TROT_ATTELE,True,16,2,3
20251218-R2-C4,20251218,SON PARDO,2025-12-18 12:39:00,2650,,TROT_ATTELE,True,9,2,4
20251218-R2-C5,20251218,SON PARDO,2025-12-18 13:11:00,2150,,TROT_ATTELE,True,11,2,5
20251218-R3-C1,20251218,MESLAY DU MAINE,2025-12-18 11:51:00,2875,,TROT_MONTE,True,18,3,1
20251218-R3-C2,20251218,MESLAY DU MAINE,2025-12-18 12:23:00,2875,,TROT_ATTELE,True,16,3,2
20251218-R3-C3,20251218,MESLAY DU MAINE,2025-12-18 12:55:00,2875,,TROT_MONTE,True,12,3,3
20251218-R3-C4,20251218,MESLAY DU MAINE,2025-12-18 13:27:00,2600,,TROT_ATTELE,True,16,3,4
20251218-R3-C5,20251218,MESLAY DU MAINE,2025-12-18 14:12:00,2875,,TROT_ATTELE,True,18,3,5
20251218-R3-C6,20251218,MESLAY DU MAINE,2025-12-18 14:47:00,2600,,TROT_ATTELE,True,16,3,6
20251218-R3-C7,20251218,MESLAY DU MAINE,2025-12-18 15:22:00,2600,,TROT_ATTELE,True,16,3,7
20251218-R3-C8,20251218,MESLAY DU MAINE,2025-12-18 15:57:00,2600,,TROT_ATTELE,True,12,3,8
20251218-R4-C1,20251218,CAGNES/MER,2025-12-18 16:32:00,2150,,TROT_ATTELE,True,10,4,1
20251218-R4-C2,20251218,CAGNES/MER,2025-12-18 17:07:00,2150,,TROT_ATTELE,True,15,4,2
20251218-R4-C3,20251218,CAGNES/MER,2025-12-18 17:46:00,2925,,TROT_ATTELE,True,10,4,3
20251218-R4-C4,20251218,CAGNES/MER,2025-12-18 18:18:00,2925,,TROT_ATTELE,True,15,4,4
20251218-R4-C5,20251218,CAGNES/MER,2025-12-18 19:11:00,2150,,TROT_ATTELE,True,16,4,5
20251218-R4-C6,20251218,CAGNES/MER,2025-12-18 19:42:00,2700,,TROT_ATTELE,True,11,4,6
20251218-R4-C7,20251218,CAGNES/MER,2025-12-18 20:12:00,2925,,TROT_ATTELE,True,18,4,7
20251218-R4-C8,20251218,CAGNES/MER,2025-12-18 20:40:00,2925,,TROT_ATTELE,True,14,4,8
20251218-R5-C1,20251218,MONS (GHLIN),2025-12-18 18:54:00,2300,,TROT_ATTELE,True,12,5,1
20251218-R5-C2,20251218,MONS (GHLIN),2025-12-18 19:25:00,2300,,TROT_ATTELE,True,15,5,2
20251218-R5-C3,20251218,MONS (GHLIN),2025-12-18 19:57:00,2300,,TROT_ATTELE,True,15,5,3
20251218-R5-C4,20251218,MONS (GHLIN),2025-12-18 20:26:00,2300,,TROT_ATTELE,True,13,5,4
20251218-R5-C5,20251218,MONS (GHLIN),2025-12-18 20:57:00,2300,,TROT_ATTELE,True,10,5,5
20251218-R5-C6,20251218,MONS (GHLIN),2025-12-18 21:25:00,2300,,TROT_ATTELE,True,10,5,6
20251218-R5-C7,20251218,MONS (GHLIN),2025-12-18 21:48:00,2300,,TROT_ATTELE,True,10,5,7
20251218-R5-C8,20251218,MONS (GHLIN),2025-12-18 22:16:00,1750,,TROT_ATTELE,True,14,5,8
20251219-R1-C1,20251219,VINCENNES,2025-12-19 16:07:00,2200,,TROT_MONTE,True,12,1,1
20251219-R1-C2,20251219,VINCENNES,2025-12-19 16:42:00,2100,,TROT_ATTELE,True,13,1,2
20251219-R1-C3,20251219,VINCENNES,2025-12-19 17:16:00,2700,,TROT_ATTELE,True,16,1,3
20251219-R1-C4,20251219,VINCENNES,2025-12-19 17:50:00,2175,,TROT_ATTELE,True,16,1,4
20251219-R1-C5,20251219,VINCENNES,2025-12-19 18:24:00,2100,,TROT_ATTELE,True,15,1,5
20251219-R1-C6,20251219,VINCENNES,2025-12-19 18:58:00,2700,,TROT_ATTELE,True,13,1,6
20251219-R1-C7,20251219,VINCENNES,2025-12-19 19:33:00,2700,,TROT_MONTE,True,9,1,7
20251219-R1-C8,20251219,VINCENNES,2025-12-19 20:15:00,2700,,TROT_ATTELE,True,16,1,8
20251219-R2-C1,20251219,BEAUMONT DE LOMAGNE,2025-12-19 11:24:00,2400,,TROT_ATTELE,True,12,2,1
20251219-R2-C2,20251219,BEAUMONT DE LOMAGNE,2025-12-19 11:59:00,2550,,TROT_MONTE,True,11,2,2
20251219-R2-C3,20251219,BEAUMONT DE LOMAGNE,2025-12-19 12:32:00,2400,,TROT_ATTELE,True,14,2,3
20251219-R2-C4,20251219,BEAUMONT DE LOMAGNE,2025-12-19 13:07:00,2400,,TROT_ATTELE,True,16,2,4
20251219-R2-C5,20251219,BEAUMONT DE LOMAGNE,2025-12-19 13:43:00,2400,,TROT_ATTELE,True,11,2,5
20251219-R2-C6,20251219,BEAUMONT DE LOMAGNE,2025-12-19 14:18:00,2550,,TROT_ATTELE,True,13,2,6
20251219-R2-C7,20251219,BEAUMONT DE LOMAGNE,2025-12-19 14:57:00,2550,,TROT_ATTELE,True,15,2,7
20251219-R2-C8,20251219,BEAUMONT DE LOMAGNE,2025-12-19 15:32:00,2550,,TROT_ATTELE,True,15,2,8
20251220-R1-C1,20251220,VINCENNES,2025-12-20 13:25:00,2175,,TROT_ATTELE,True,10,1,1
20251220-R1-C2,20251220,VINCENNES,2025-12-20 13:59:00,2700,,TROT_MONTE,True,10,1,2
20251220-R1-C3,20251220,VINCENNES,2025-12-20 14:37:00,2100,,TROT_ATTELE,True,12,1,3
20251220-R1-C4,20251220,VINCENNES,2025-12-20 15:15:00,2700,,TROT_ATTELE,True,16,1,4
20251220-R1-C5,20251220,VINCENNES,2025-12-20 15:50:00,2175,,TROT_ATTELE,True,10,1,5
20251220-R1-C6,20251220,VINCENNES,2025-12-20 16:26:00,2700,,TROT_ATTELE,True,16,1,6
20251220-R1-C7,20251220,VINCENNES,2025-12-20 17:00:00,2175,,TROT_MONTE,True,9,1,7
20251220-R1-C8,20251220,VINCENNES,2025-12-20 17:35:00,2850,,TROT_ATTELE,True,14,1,8
20251220-R1-C9,20251220,VINCENNES,2025-12-20 18:11:00,2100,,TROT_ATTELE,True,12,1,9
20251220-R3-C1,20251220,KRIEAU (VIENNE),2025-12-20 09:50:00,2100,,TROT_ATTELE,True,7,3,1
20251220-R3-C2,20251220,KRIEAU (VIENNE),2025-12-20 10:25:00,2100,,TROT_ATTELE,True,11,3,2
20251220-R3-C3,20251220,KRIEAU (VIENNE),2025-12-20 11:10:00,2100,,TROT_ATTELE,True,12,3,3
20251220-R3-C4,20251220,KRIEAU (VIENNE),2025-12-20 11:43:00,2600,,TROT_ATTELE,True,11,3,4
20251220-R3-C5,20251220,KRIEAU (VIENNE),2025-12-20 12:13:00,2100,,TROT_ATTELE,True,9,3,5
20251220-R3-C6,20251220,KRIEAU (VIENNE),2025-12-20 12:46:00,2100,,TROT_ATTELE,True,11,3,6
20251220-R5-C1,20251220,CAGNES/MER,2025-12-20 16:07:00,2150,,TROT_ATTELE,True,10,5,1
20251220-R5-C2,20251220,CAGNES/MER,2025-12-20 16:42:00,2925,,TROT_ATTELE,True,15,5,2
20251220-R5-C3,20251220,CAGNES/MER,2025-12-20 17:17:00,2925,,TROT_ATTELE,True,15,5,3
20251220-R5-C4,20251220,CAGNES/MER,2025-12-20 17:52:00,2925,,TROT_ATTELE,True,11,5,4
20251220-R5-C5,20251220,CAGNES/MER,2025-12-20 18:27:00,2925,,TROT_ATTELE,True,13,5,5
20251220-R5-C6,20251220,CAGNES/MER,2025-12-20 19:02:00,2925,,TROT_ATTELE,True,10,5,6
20251220-R5-C7,20251220,CAGNES/MER,2025-12-20 19:36:00,2925,,TROT_MONTE,True,13,5,7
20251220-R5-C8,20251220,CAGNES/MER,2025-12-20 20:09:00,2150,,TROT_ATTELE,True,16,5,8
20251220-R6-C3,20251220,WOLVEGA,2025-12-20 18:44:00,2600,,TROT_ATTELE,True,11,6,3
20251220-R6-C4,20251220,WOLVEGA,2025-12-20 19:21:00,2100,,TROT_ATTELE,True,12,6,4
20251220-R6-C5,20251220,WOLVEGA,2025-12-20 19:53:00,2100,,TROT_ATTELE,True,10,6,5
20251220-R6-C6,20251220,WOLVEGA,2025-12-20 20:26:00,2600,,TROT_ATTELE,True,10,6,6
20251220-R6-C7,20251220,WOLVEGA,2025-12-20 20:54:00,2100,,TROT_ATTELE,True,10,6,7
20251220-R6-C8,20251220,WOLVEGA,2025-12-20 21:17:00,2600,,TROT_ATTELE,True,8,6,8
20251220-R6-C9,20251220,WOLVEGA,2025-12-20 21:44:00,2100,,TROT_ATTELE,True,8,6,9
20251221-R1-C1,20251221,VINCENNES,2025-12-21 13:23:00,2700,,TROT_MONTE,True,10,1,1
20251221-R1-C2,20251221,VINCENNES,2025-12-21 13:58:00,2100,,TROT_ATTELE,True,16,1,2
20251221-R1-C3,20251221,VINCENNES,2025-12-21 14:33:00,2700,,TROT_MONTE,True,10,1,3
20251221-R1-C4,20251221,VINCENNES,2025-12-21 15:15:00,2700,,TROT_ATTELE,True,18,1,4
20251221-R1-C5,20251221,VINCENNES,2025-12-21 15:50:00,2700,,TROT_MONTE,True,11,1,5
20251221-R1-C6,20251221,VINCENNES,2025-12-21 16:25:00,2850,,TROT_ATTELE,True,11,1,6
20251221-R1-C7,20251221,VINCENNES,2025-12-21 17:00:00,2100,,TROT_ATTELE,True,17,1,7
20251221-R1-C8,20251221,VINCENNES,2025-12-21 17:35:00,2700,,TROT_ATTELE,True,16,1,8
20251221-R1-C9,20251221,VINCENNES,2025-12-21 18:10:00,2175,,TROT_ATTELE,True,10,1,9
20251221-R2-C1,20251221,MARIENDORF,2025-12-21 10:45:00,1900,,TROT_ATTELE,True,10,2,1
20251221-R2-C2,20251221,MARIENDORF,2025-12-21 11:12:00,2000,,TROT_ATTELE,True,10,2,2
20251221-R2-C3,20251221,MARIENDORF,2025-12-21 11:45:00,1900,,TROT_ATTELE,True,11,2,3
20251221-R2-C4,20251221,MARIENDORF,2025-12-21 12:19:00,1900,,TROT_ATTELE,True,12,2,4
20251221-R2-C5,20251221,MARIENDORF,2025-12-21 12:49:00,1900,,TROT_ATTELE,True,12,2,5
20251221-R3-C1,20251221,PONTCHATEAU,2025-12-21 11:33:00,2200,,TROT_ATTELE,True,14,3,1
20251221-R3-C2,20251221,PONTCHATEAU,2025-12-21 12:07:00,2800,,TROT_MONTE,True,16,3,2
20251221-R3-C3,20251221,PONTCHATEAU,2025-12-21 12:35:00,2800,,TROT_ATTELE,True,16,3,3
20251221-R3-C4,20251221,PONTCHATEAU,2025-12-21 13:07:00,2800,,TROT_MONTE,True,12,3,4
20251221-R3-C5,20251221,PONTCHATEAU,2025-12-21 13:40:00,2800,,TROT_ATTELE,True,14,3,5
20251221-R3-C6,20251221,PONTCHATEAU,2025-12-21 14:15:00,2800,,TROT_ATTELE,True,14,3,6
20251221-R3-C7,20251221,PONTCHATEAU,2025-12-21 14:50:00,2800,,TROT_ATTELE,True,16,3,7
20251221-R3-C8,20251221,PONTCHATEAU,2025-12-21 15:32:00,2800,,TROT_ATTELE,True,18,3,8
20251222-R3-C1,20251222,LE BOUSCAT,2025-12-22 11:52:00,2650,,TROT_ATTELE,True,16,3,1
20251222-R3-C2,20251222,LE BOUSCAT,2025-12-22 12:23:00,2650,,TROT_ATTELE,True,7,3,2
20251222-R3-C3,20251222,LE BOUSCAT,2025-12-22 12:55:00,2650,,TROT_ATTELE,True,12,3,3
20251222-R3-C4,20251222,LE BOUSCAT,2025-12-22 13:27:00,2550,,TROT_ATTELE,True,16,3,4
20251222-R3-C5,20251222,LE BOUSCAT,2025-12-22 14:12:00,2650,,TROT_ATTELE,True,12,3,5
20251222-R3-C6,20251222,LE BOUSCAT,2025-12-22 14:47:00,2650,,TROT_ATTELE,True,14,3,6
20251222-R3-C7,20251222,LE BOUSCAT,2025-12-22 15:22:00,2650,,TROT_ATTELE,True,14,3,7
20251222-R3-C8,20251222,LE BOUSCAT,2025-12-22 15:57:00,2650,,TROT_ATTELE,True,18,3,8
20251222-R4-C1,20251222,CABOURG,2025-12-22 16:32:00,2750,,TROT_ATTELE,True,16,4,1
20251222-R4-C2,20251222,CABOURG,2025-12-22 17:07:00,2750,,TROT_ATTELE,True,16,4,2
20251222-R4-C3,20251222,CABOURG,2025-12-22 17:44:00,2750,,TROT_MONTE,True,14,4,3
20251222-R4-C4,20251222,CABOURG,2025-12-22 18:20:00,2750,,TROT_ATTELE,True,16,4,4
20251222-R4-C5,20251222,CABOURG,2025-12-22 18:59:00,2750,,TROT_ATTELE,True,12,4,5
20251222-R4-C6,20251222,CABOURG,2025-12-22 19:29:00,2750,,TROT_ATTELE,True,16,4,6
20251222-R4-C7,20251222,CABOURG,2025-12-22 20:00:00,2750,,TROT_ATTELE,True,13,4,7
20251222-R4-C8,20251222,CABOURG,2025-12-22 20:31:00,2750,,TROT_MONTE,True,16,4,8
20251223-R2-C1,20251223,SON PARDO,2025-12-23 11:08:00,2650,,TROT_ATTELE,True,8,2,1
20251223-R2-C2,20251223,SON PARDO,2025-12-23 11:35:00,2650,,TROT_ATTELE,True,8,2,2
20251223-R2-C3,20251223,SON PARDO,2025-12-23 12:07:00,2650,,TROT_ATTELE,True,8,2,3
20251223-R2-C4,20251223,SON PARDO,2025-12-23 12:39:00,2650,,TROT_ATTELE,True,12,2,4
20251223-R2-C5,20251223,SON PARDO,2025-12-23 13:11:00,2150,,TROT_ATTELE,True,10,2,5
20251223-R3-C1,20251223,ARGENTAN,2025-12-23 11:51:00,2800,,TROT_ATTELE,True,16,3,1
20251223-R3-C2,20251223,ARGENTAN,2025-12-23 12:23:00,2875,,TROT_ATTELE,True,18,3,2
20251223-R3-C3,20251223,ARGENTAN,2025-12-23 12:55:00,2875,,TROT_ATTELE,True,18,3,3
20251223-R3-C4,20251223,ARGENTAN,2025-12-23 13:27:00,2800,,TROT_ATTELE,True,16,3,4
20251223-R3-C5,20251223,ARGENTAN,2025-12-23 14:12:00,2875,,TROT_ATTELE,True,18,3,5
20251223-R3-C6,20251223,ARGENTAN,2025-12-23 14:47:00,2875,,TROT_MONTE,True,18,3,6
20251223-R3-C7,20251223,ARGENTAN,2025-12-23 15:24:00,2150,,TROT_ATTELE,True,16,3,7
20251223-R3-C8,20251223,ARGENTAN,2025-12-23 15:59:00,2875,,TROT_ATTELE,True,18,3,8
20251223-R4-C1,20251223,CAGNES/MER,2025-12-23 16:32:00,2925,,TROT_ATTELE,True,14,4,1
20251223-R4-C2,20251223,CAGNES/MER,2025-12-23 17:07:00,2925,,TROT_ATTELE,True,14,4,2
20251223-R4-C3,20251223,CAGNES/MER,2025-12-23 17:44:00,2925,,TROT_ATTELE,True,11,4,3
20251223-R4-C4,20251223,CAGNES/MER,2025-12-23 18:21:00,2925,,TROT_ATTELE,True,15,4,4
20251223-R4-C5,20251223,CAGNES/MER,2025-12-23 18:55:00,2925,,TROT_ATTELE,True,14,4,5
20251223-R4-C6,20251223,CAGNES/MER,2025-12-23 19:30:00,2150,,TROT_ATTELE,True,11,4,6
20251223-R4-C7,20251223,CAGNES/MER,2025-12-23 20:04:00,2925,,TROT_MONTE,True,10,4,7
20251223-R4-C8,20251223,CAGNES/MER,2025-12-23 20:37:00,2150,,TROT_ATTELE,True,12,4,8
20251223-R5-C1,20251223,MONS (GHLIN),2025-12-23 18:37:00,2300,,TROT_ATTELE,True,15,5,1
20251223-R5-C2,20251223,MONS (GHLIN),2025-12-23 19:11:00,2300,,TROT_ATTELE,True,11,5,2
20251223-R5-C3,20251223,MONS (GHLIN),2025-12-23 19:48:00,2300,,TROT_ATTELE,True,11,5,3
20251223-R5-C4,20251223,MONS (GHLIN),2025-12-23 20:20:00,2300,,TROT_ATTELE,True,13,5,4
20251223-R5-C5,20251223,MONS (GHLIN),2025-12-23 20:52:00,2300,,TROT_ATTELE,True,10,5,5
20251223-R5-C6,20251223,MONS (GHLIN),2025-12-23 21:24:00,2840,,TROT_ATTELE,True,8,5,6
20251223-R5-C7,20251223,MONS (GHLIN),2025-12-23 21:52:00,2840,,TROT_ATTELE,True,7,5,7
20251223-R5-C8,20251223,MONS (GHLIN),2025-12-23 22:20:00,2300,,TROT_ATTELE,True,6,5,8
20251224-R1-C1,20251224,VINCENNES,2025-12-24 12:10:00,2850,,TROT_ATTELE,True,8,1,1
20251224-R1-C2,20251224,VINCENNES,2025-12-24 12:48:00,2850,,TROT_ATTELE,True,9,1,2
20251224-R1-C3,20251224,VINCENNES,2025-12-24 13:25:00,2700,,TROT_MONTE,True,12,1,3
20251224-R1-C4,20251224,VINCENNES,2025-12-24 13:58:00,2850,,TROT_ATTELE,True,16,1,4
20251224-R1-C5,20251224,VINCENNES,2025-12-24 14:34:00,2175,,TROT_MONTE,True,11,1,5
20251224-R1-C6,20251224,VINCENNES,2025-12-24 15:15:00,2700,,TROT_ATTELE,True,16,1,6
20251224-R1-C7,20251224,VINCENNES,2025-12-24 15:51:00,2700,,TROT_MONTE,True,11,1,7
20251224-R1-C8,20251224,VINCENNES,2025-12-24 16:30:00,2700,,TROT_ATTELE,True,16,1,8
20251224-R1-C9,20251224,VINCENNES,2025-12-24 17:03:00,2700,,TROT_ATTELE,True,12,1,9
20251224-R1-C10,20251224,VINCENNES,2025-12-24 17:39:00,2100,,TROT_ATTELE,True,14,1,10
20251224-R3-C1,20251224,MONS (GHLIN),2025-12-24 16:45:00,2300,,TROT_ATTELE,True,10,3,1
20251224-R3-C2,20251224,MONS (GHLIN),2025-12-24 17:19:00,2300,,TROT_ATTELE,True,9,3,2
20251224-R3-C3,20251224,MONS (GHLIN),2025-12-24 17:55:00,2300,,TROT_ATTELE,True,10,3,3
20251224-R3-C4,20251224,MONS (GHLIN),2025-12-24 18:19:00,2300,,TROT_ATTELE,True,12,3,4
20251224-R3-C5,20251224,MONS (GHLIN),2025-12-24 18:46:00,2300,,TROT_ATTELE,True,12,3,5
20251224-R3-C6,20251224,MONS (GHLIN),2025-12-24 19:13:00,2300,,TROT_ATTELE,True,8,3,6
20251224-R3-C7,20251224,MONS (GHLIN),2025-12-24 19:40:00,2300,,TROT_ATTELE,True,7,3,7
20251224-R3-C8,20251224,MONS (GHLIN),2025-12-24 20:05:00,2300,,TROT_ATTELE,True,8,3,8
20251225-R1-C1,20251225,VINCENNES,2025-12-25 13:23:00,2850,,TROT_ATTELE,True,7,1,1
20251225-R1-C2,20251225,VINCENNES,2025-12-25 14:02:00,2850,,TROT_ATTELE,True,11,1,2
20251225-R1-C3,20251225,VINCENNES,2025-12-25 14:35:00,2700,,TROT_MONTE,True,9,1,3
20251225-R1-C4,20251225,VINCENNES,2025-12-25 15:15:00,2700,,TROT_ATTELE,True,13,1,4
20251225-R1-C5,20251225,VINCENNES,2025-12-25 15:50:00,2700,,TROT_ATTELE,True,16,1,5
20251225-R1-C6,20251225,VINCENNES,2025-12-25 16:28:00,2175,,TROT_MONTE,True,12,1,6
20251225-R1-C7,20251225,VINCENNES,2025-12-25 16:54:00,2700,,TROT_ATTELE,True,11,1,7
20251225-R1-C8,20251225,VINCENNES,2025-12-25 17:19:00,2700,,TROT_ATTELE,True,16,1,8
20251226-R1-C1,20251226,VINCENNES,2025-12-26 16:09:00,2200,,TROT_MONTE,True,9,1,1
20251226-R1-C2,20251226,VINCENNES,2025-12-26 16:43:00,2100,,TROT_ATTELE,True,10,1,2
20251226-R1-C3,20251226,VINCENNES,2025-12-26 17:19:00,2100,,TROT_ATTELE,True,12,1,3
20251226-R1-C4,20251226,VINCENNES,2025-12-26 17:55:00,2700,,TROT_ATTELE,True,12,1,4
20251226-R1-C5,20251226,VINCENNES,2025-12-26 18:30:00,2850,,TROT_ATTELE,True,14,1,5
20251226-R1-C6,20251226,VINCENNES,2025-12-26 19:01:00,2700,,TROT_ATTELE,True,9,1,6
20251226-R1-C7,20251226,VINCENNES,2025-12-26 19:35:00,2175,,TROT_MONTE,True,8,1,7
20251226-R1-C8,20251226,VINCENNES,2025-12-26 20:17:00,2850,,TROT_ATTELE,True,15,1,8
20251226-R2-C1,20251226,LE BOUSCAT,2025-12-26 11:32:00,2650,,TROT_ATTELE,True,13,2,1
20251226-R2-C2,20251226,LE BOUSCAT,2025-12-26 12:04:00,2550,,TROT_ATTELE,True,14,2,2
20251226-R2-C3,20251226,LE BOUSCAT,2025-12-26 12:36:00,2550,,TROT_ATTELE,True,10,2,3
20251226-R2-C4,20251226,LE BOUSCAT,2025-12-26 13:10:00,2550,,TROT_ATTELE,True,12,2,4
20251226-R2-C5,20251226,LE BOUSCAT,2025-12-26 13:46:00,2650,,TROT_ATTELE,True,15,2,5
20251226-R2-C6,20251226,LE BOUSCAT,2025-12-26 14:22:00,2650,,TROT_MONTE,True,9,2,6
20251226-R2-C7,20251226,LE BOUSCAT,2025-12-26 14:55:00,2550,,TROT_ATTELE,True,12,2,7
20251226-R2-C8,20251226,LE BOUSCAT,2025-12-26 15:33:00,2650,,TROT_ATTELE,True,15,2,8
20251227-R1-C1,20251227,VINCENNES,2025-12-27 13:27:00,2175,,TROT_MONTE,True,7,1,1
20251227-R1-C2,20251227,VINCENNES,2025-12-27 14:03:00,2850,,TROT_ATTELE,True,11,1,2
20251227-R1-C3,20251227,VINCENNES,2025-12-27 14:38:00,2175,,TROT_MONTE,True,10,1,3
20251227-R1-C4,20251227,VINCENNES,2025-12-27 15:15:00,2850,,TROT_ATTELE,True,15,1,4
20251227-R1-C5,20251227,VINCENNES,2025-12-27 15:51:00,2100,,TROT_ATTELE,True,11,1,5
20251227-R1-C6,20251227,VINCENNES,2025-12-27 16:26:00,2700,,TROT_ATTELE,True,16,1,6
20251227-R1-C7,20251227,VINCENNES,2025-12-27 17:01:00,2700,,TROT_MONTE,True,16,1,7
20251227-R1-C8,20251227,VINCENNES,2025-12-27 17:37:00,2700,,TROT_ATTELE,True,8,1,8
20251227-R1-C9,20251227,VINCENNES,2025-12-27 18:12:00,2100,,TROT_ATTELE,True,12,1,9
20251227-R3-C1,20251227,SON PARDO,2025-12-27 10:30:00,2650,,TROT_ATTELE,True,8,3,1
20251227-R3-C2,20251227,SON PARDO,2025-12-27 11:02:00,1650,,TROT_ATTELE,True,6,3,2
20251227-R3-C3,20251227,SON PARDO,2025-12-27 11:35:00,2150,,TROT_ATTELE,True,16,3,3
20251227-R3-C4,20251227,SON PARDO,2025-12-27 12:10:00,2650,,TROT_ATTELE,True,15,3,4
20251227-R3-C5,20251227,SON PARDO,2025-12-27 12:45:00,2650,,TROT_ATTELE,True,13,3,5
